,pred_target,semitone,lowlevel.average_loudness,lowlevel.dissonance.mean,lowlevel.dissonance.stdev,lowlevel.dynamic_complexity,lowlevel.hfc.mean,lowlevel.hfc.stdev,lowlevel.loudness_ebu128.integrated,lowlevel.loudness_ebu128.loudness_range,lowlevel.loudness_ebu128.momentary.mean,lowlevel.loudness_ebu128.momentary.stdev,lowlevel.loudness_ebu128.short_term.mean,lowlevel.loudness_ebu128.short_term.stdev,lowlevel.melbands_crest.mean,lowlevel.melbands_crest.stdev,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_kurtosis.mean,lowlevel.melbands_kurtosis.stdev,lowlevel.melbands_skewness.mean,lowlevel.melbands_skewness.stdev,lowlevel.melbands_spread.mean,lowlevel.melbands_spread.stdev,lowlevel.pitch_salience.mean,lowlevel.pitch_salience.stdev,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.stdev,lowlevel.spectral_complexity.mean,lowlevel.spectral_complexity.stdev,lowlevel.spectral_decrease.mean,lowlevel.spectral_decrease.stdev,lowlevel.spectral_energy.mean,lowlevel.spectral_energy.stdev,lowlevel.spectral_energyband_high.mean,lowlevel.spectral_energyband_high.stdev,lowlevel.spectral_energyband_low.mean,lowlevel.spectral_energyband_low.stdev,lowlevel.spectral_energyband_middle_high.mean,lowlevel.spectral_energyband_middle_high.stdev,lowlevel.spectral_energyband_middle_low.mean,lowlevel.spectral_energyband_middle_low.stdev,lowlevel.spectral_entropy.mean,lowlevel.spectral_entropy.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_kurtosis.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,lowlevel.spectral_rolloff.mean,lowlevel.spectral_rolloff.stdev,lowlevel.spectral_skewness.mean,lowlevel.spectral_skewness.stdev,lowlevel.spectral_spread.mean,lowlevel.spectral_spread.stdev,lowlevel.spectral_strongpeak.mean,lowlevel.spectral_strongpeak.stdev
0,0,43.0,0.9738978147506714,0.32801589369773865,0.08108794689178467,6.571340084075928,21.573213577270508,12.731993675231934,-24.053346633911133,0.9304428100585938,-27.93919563293457,9.771920204162598,-23.94305419921875,0.3793938159942627,17.69415855407715,7.9777021408081055,0.3597486615180969,0.12454593926668167,304.0860290527344,1835.5645751953125,4.6163010597229,12.195040702819824,9.578238487243652,4.423635482788086,0.5121811628341675,0.1686422973871231,694.9615478515625,176.75193786621094,10.302520751953125,5.282052040100098,-7.920570865849186e-09,4.588625923673817e-09,0.03185069561004639,0.01846294291317463,3.210484646842815e-05,2.1530779122258537e-05,0.00012882309965789318,0.00011700086906785145,0.007942471653223038,0.004824151284992695,0.025038154795765877,0.014696820639073849,6.026368618011475,0.7595036029815674,0.010755344294011593,0.007059368304908276,27.833158493041992,48.24040222167969,0.005013476125895977,0.0024369899183511734,937.0568237304688,411.4986267089844,3.2151107788085938,2.526250123977661,2600707.25,1731604.25,2.0171759128570557,1.0591696500778198
1,0,43.0,0.9708341956138611,0.36856958270072937,0.08609558641910553,6.6642303466796875,22.945323944091797,13.8071928024292,-21.074851989746094,1.0786056518554688,-25.128074645996094,10.003378868103027,-21.10751724243164,0.4455953538417816,18.700767517089844,7.187344551086426,0.3366597890853882,0.12424852699041367,129.49920654296875,779.805419921875,3.7027747631073,7.924197673797607,13.272421836853027,6.740448951721191,0.43914803862571716,0.13509075343608856,909.262451171875,298.5217590332031,12.210083961486816,6.350241184234619,-7.249984612656135e-09,4.241472062460616e-09,0.029444243758916855,0.017247149720788002,8.072896889643744e-05,5.512042116606608e-05,7.467799878213555e-05,6.650380237260833e-05,0.008194376714527607,0.005053297616541386,0.021596595644950867,0.012689094990491867,6.1966233253479,0.7811679244041443,0.011211451143026352,0.007788856979459524,22.757036209106445,44.04814910888672,0.004805130418390036,0.002374191302806139,1245.576904296875,596.6408081054688,2.6551146507263184,2.5099358558654785,2574120.75,1505413.625,2.009373664855957,1.051281213760376
2,0,44.0,0.9703059792518616,0.3303893506526947,0.07218018174171448,9.287111282348633,14.88554859161377,8.775313377380371,-18.4114933013916,0.9263877868652344,-23.444271087646484,12.971611976623535,-18.285289764404297,0.4306466579437256,29.828922271728516,5.234445095062256,0.43628862500190735,0.08430889248847961,2038.908447265625,6631.5546875,16.643064498901367,33.892311096191406,2.415087938308716,3.0219719409942627,0.2319096475839615,0.12520566582679749,517.9752807617188,184.8356475830078,7.330508708953857,4.139627933502197,-8.145240038004431e-09,4.829090016755799e-09,0.03209209442138672,0.019021665677428246,9.926825441652909e-06,6.557133929163683e-06,2.7849389880429953e-05,3.0040957426535897e-05,0.001242446363903582,0.0007220131228677928,0.030800802633166313,0.01833440363407135,5.667844295501709,0.9544135332107544,0.007462904788553715,0.008578251115977764,21.516878128051758,14.076055526733398,0.004941804800182581,0.0026244833134114742,394.8968505859375,231.86367797851562,3.1138601303100586,1.1376365423202515,3334733.5,3271543.25,2.541870594024658,1.3898279666900635
3,0,44.0,0.9713402986526489,0.3754223883152008,0.06066877767443657,9.415653228759766,17.328462600708008,10.01321029663086,-15.804710388183594,0.9195919036865234,-20.870227813720703,13.293707847595215,-15.688307762145996,0.39357197284698486,29.27716636657715,5.22202205657959,0.40212690830230713,0.0854974016547203,1212.6075439453125,4028.22412109375,12.756171226501465,26.35032844543457,5.734562873840332,5.267847061157227,0.23799821734428406,0.1205807626247406,707.8274536132812,260.1844177246094,9.046609878540039,4.895727157592773,-7.817540392807132e-09,4.5682795324353265e-09,0.031076883897185326,0.018138587474822998,2.7663036235026084e-05,2.0523044440778904e-05,1.77380698005436e-05,1.865796912170481e-05,0.0032558406237512827,0.0019511848222464323,0.02777259051799774,0.016390202566981316,5.961583614349365,0.8589217662811279,0.008498256094753742,0.00876180175691843,16.786521911621094,10.533031463623047,0.004866765812039375,0.00257555628195405,476.3761901855469,359.8271484375,2.502605438232422,0.9458951354026794,3185106.25,2859485.5,2.4369852542877197,1.3210426568984985
4,0,46.0,0.9769927263259888,0.3733893632888794,0.06677041202783585,2.7796669006347656,34.62557601928711,16.52837371826172,-24.368350982666016,1.2931861877441406,-24.891773223876953,2.4642603397369385,-24.333223342895508,0.5020965933799744,13.503829956054688,6.305931568145752,0.2901535630226135,0.11302804201841354,38.96695327758789,251.95623779296875,0.94491046667099,5.086023330688477,18.274517059326172,6.164849758148193,0.7310402393341064,0.16914813220500946,1067.9329833984375,271.6758728027344,12.938679695129395,4.7325639724731445,-8.601912071526385e-09,4.019655719389448e-09,0.035606130957603455,0.016665197908878326,0.00017432504682801664,0.0001043937518261373,0.00025470610125921667,0.0001976456114789471,0.018427995964884758,0.008787025697529316,0.016652477905154228,0.007897021248936653,6.157490253448486,0.793290376663208,0.013610457070171833,0.009030064567923546,14.68426513671875,17.957475662231445,0.005563749466091394,0.0019448318053036928,1236.3289794921875,389.7566223144531,2.3540968894958496,1.4260841608047485,2546465.0,1912766.875,2.7390029430389404,1.0855365991592407
5,0,46.0,0.9743035435676575,0.39006826281547546,0.0559675507247448,2.729233741760254,25.57853126525879,12.794283866882324,-24.085229873657227,1.448740005493164,-24.604490280151367,2.450974941253662,-24.199161529541016,0.5499565005302429,15.743504524230957,5.413790702819824,0.2578946352005005,0.10355578362941742,33.76616287231445,189.51307678222656,1.570932149887085,4.255174160003662,17.456619262695312,6.040319919586182,0.6916158199310303,0.15399226546287537,1256.171142578125,345.6796875,14.688679695129395,5.320594787597656,-6.535730623369318e-09,3.095175449274734e-09,0.026987338438630104,0.012834591791033745,0.00022768625058233738,0.00015333376359194517,0.0002017093065660447,0.00015657251060474664,0.009963227435946465,0.004775411915034056,0.016548000276088715,0.007978290319442749,6.476175785064697,0.7055525779724121,0.014726073481142521,0.00992340873926878,9.526947975158691,12.403528213500977,0.004841473884880543,0.0016997787170112133,1147.3544921875,381.8528747558594,1.7277483940124512,1.172906517982483,2815434.5,1397259.125,2.698432207107544,1.0551725625991821
6,0,47.0,0.9336683750152588,0.3520593047142029,0.068418949842453,4.924256324768066,18.19870948791504,11.3238525390625,-23.977571487426758,2.7475433349609375,-27.41761016845703,9.374281883239746,-24.72827911376953,0.9109830856323242,17.001117706298828,6.133276462554932,0.3670497536659241,0.12234556674957275,239.40682983398438,1281.2872314453125,3.552072048187256,10.685483932495117,15.062769889831543,6.372140407562256,0.4820989668369293,0.12723970413208008,675.9852905273438,175.66818237304688,8.443222999572754,3.813115358352661,-7.0868519941313934e-09,4.2168553093802075e-09,0.028398003429174423,0.016936009749770164,7.11879474692978e-05,5.1743369112955406e-05,0.00011432678729761392,0.00014964664296712726,0.008626620285212994,0.005453779362142086,0.019539320841431618,0.011510636657476425,5.862322807312012,0.9087373614311218,0.010646007023751736,0.0081481309607625,16.94623374938965,23.6168155670166,0.00481689115986228,0.002122011035680771,1064.19677734375,407.81201171875,2.600961923599243,1.6814241409301758,2724958.0,1277167.375,1.101090908050537,0.4977846145629883
7,0,47.0,0.9255093932151794,0.3699875771999359,0.06715831160545349,5.1174139976501465,21.386333465576172,13.987335205078125,-21.18721580505371,2.8906784057617188,-24.870634078979492,9.964973449707031,-21.9792537689209,0.9347949028015137,14.596240043640137,6.935491561889648,0.33966898918151855,0.11533273756504059,200.4140625,1062.70263671875,2.8550143241882324,10.916755676269531,21.826501846313477,9.270724296569824,0.4695054590702057,0.11810587346553802,941.5260620117188,266.4589538574219,9.86080551147461,4.451904296875,-5.932235591643575e-09,3.6714422613215447e-09,0.02432936802506447,0.015118050388991833,4.5511631469707936e-05,3.270500019425526e-05,6.35819960734807e-05,8.058165985858068e-05,0.012896500527858734,0.00864124670624733,0.0113074891269207,0.006703146267682314,6.029825687408447,0.8914912343025208,0.010138871148228645,0.008532415144145489,15.465986251831055,20.08026885986328,0.004439440090209246,0.002006827387958765,1078.552001953125,410.5994873046875,2.3653745651245117,1.5118739604949951,2548376.25,1233086.5,3.6119868755340576,2.229083776473999
8,0,45.0,0.9509152173995972,0.3864728510379791,0.04316508024930954,3.0306034088134766,18.95262908935547,9.41054630279541,-27.230493545532227,2.823150634765625,-28.07331085205078,3.7476186752319336,-27.493589401245117,1.0991042852401733,23.763713836669922,3.3371729850769043,0.2781327962875366,0.06551670283079147,22.10267448425293,152.88906860351562,2.5766358375549316,2.7879347801208496,12.15097713470459,2.9165585041046143,0.5441632270812988,0.09401525557041168,980.263916015625,163.6450653076172,12.493975639343262,3.979990005493164,-6.366112081934716e-09,3.242985879836624e-09,0.025746159255504608,0.013087606057524681,0.00023161666467785835,0.00013438794121611863,0.00031599681824445724,0.0002561378641985357,0.005878459196537733,0.002735850168392062,0.01924665831029415,0.01040220633149147,6.421291351318359,0.34172335267066956,0.013635057955980301,0.006384020205587149,8.137125968933105,6.40305757522583,0.004739961586892605,0.0016281760763376951,1185.56103515625,328.84326171875,1.6721537113189697,0.7089943289756775,2781708.0,1281458.5,2.110783338546753,0.7938272356987
9,0,45.0,0.9567815065383911,0.4170115888118744,0.03832609951496124,2.987473726272583,22.212955474853516,10.309835433959961,-23.87701988220215,2.4033737182617188,-24.704437255859375,3.957592010498047,-24.0566349029541,0.9405524730682373,23.599802017211914,3.272832155227661,0.2551683783531189,0.062106627970933914,20.35894012451172,178.1466827392578,2.2988932132720947,3.0971930027008057,21.047964096069336,5.648172855377197,0.5094344615936279,0.08409654349088669,1451.500244140625,291.9410705566406,13.590361595153809,4.3789896965026855,-5.417745363445192e-09,2.629839013224e-09,0.02246256358921528,0.010848967358469963,0.00030049332417547703,0.00016550895816180855,0.000171067236806266,0.00013788999058306217,0.007578064687550068,0.0033215447328984737,0.01441511046141386,0.00760298129171133,6.52080774307251,0.30300381779670715,0.013724660500884056,0.006251205690205097,7.716738700866699,4.7230401039123535,0.004433368798345327,0.0015033134259283543,1939.091064453125,597.8001098632812,1.4173070192337036,0.587640106678009,2619587.75,1674428.25,1.890407919883728,0.700238823890686
